"ID";"COMPANYID";"SEQNO";"CONTACTNAME1";"CONTACTNAME2";"COUNTRYCATALOGID";"COUNTRYCODE";"ZIP";"CITY";"STREET";"STREETNUMBER";"POBZIP";"POBCITY";"POBNUMBER";"ADDRESSTYPECATALOGID";"ADDRESSTYPECODE"
622;622;1;"GALENpharma GmbH";"";101;"DE";"24109";"Kiel";"Wittland";"13";"24036";"Kiel";"3764";202;"C"
625;625;1;"pharma-stern GmbH";"";;"";"22876";"Wedel";"Tinsdaler Weg";"183";"";"";"";202;"C"
636;636;1;"Nestmann Pharma GmbH";"";101;"DE";"96199";"Zapfendorf";"Weiherweg";"17";"96198";"Zapfendorf";"1180";202;"C"
637;637;1;"Pierre Fabre Dermo-Kosmetik GmbH  GB - Avene und Beautycare";"";101;"DE";"79111";"Freiburg";"Jechtingerstr.";"13";"";"";"";202;"C"
640;640;1;"ABNOBA GmbH";"";101;"DE";"75177";"Pforzheim";"Hohenzollernstr.";"16";"";"";"";202;"C"
645;645;1;"Galactopharm Dr. Sanders GmbH & Co. KG";"Herrn Dr. Stephan Sanders";101;"DE";"49751";"Sögel/Emsland";"Südstraße";"10";"49746";"Sögel/Emsland";"1429";202;"C"
646;646;1;"Harras Pharma Curarina Arzneimittel GmbH";"";101;"DE";"81373";"München";"Am Harras";"15";"";"";"";202;"C"
658;658;1;"Pharma-Biologica GmbH";"";101;"DE";"67549";"Worms";"Holderbaumstr.";"19";"";"";"";202;"C"
661;661;1;"REGENAPLEX GmbH";"";101;"DE";"78467";"Konstanz";"Robert-Bosch-Str.";"3";"78435";"Konstanz";"5609";202;"C"
662;662;1;"PEKANA-NATURHEILMITTEL® GmbH";"";101;"DE";"88353";"Kisslegg";"Raiffeisenstr.";"15";"";"";"";202;"C"
663;663;1;"Dr. Reckeweg & Co. GmbH Pharmazeutische Fabrik";"";101;"DE";"64625";"Bensheim";"Berliner Ring";"22";"64606";"Bensheim";"1661";202;"C"
666;666;1;"Staufen-Pharma GmbH & Co. KG";"Herrn Uwe Fischer";101;"DE";"73033";"Göppingen";"Bahnhofstr.";"35";"73011";"Göppingen";"1143";202;"C"
670;670;1;"Astrid Twardy GmbH";"";101;"DE";"85774";"Unterföhring";"Feringastraße";"4";"";"";"";202;"C"
671;671;1;"Alsitan GmbH";"";101;"DE";"86926";"Greifenberg";"Gewerbering";"6";"";"";"";202;"C"
673;673;1;"Polypharm GmbH";"";101;"DE";"64293";"Darmstadt";"Otto-Hesse-Str.";"19";"";"";"";202;"C"
676;676;1;"Amgen GmbH";"";101;"DE";"80992";"München";"Riesstraße";"24";"80971";"München";"500110";202;"C"
677;677;1;"Nephrologische Präparate Dr. Volker Steudle";"";101;"DE";"35440";"Linden";"Giessener Str.";"115";"";"";"";202;"C"
680;680;1;"Dermapharm AG";"";101;"DE";"82031";"Grünwald";"Lil-Dagover-Ring";"7";"82026";"Grünwald";"1231";202;"C"
686;686;1;"Louis Widmer GmbH";"";101;"DE";"79618";"Rheinfelden";"Grossmattstrasse";"11";"";"";"";202;"C"
689;689;1;"medphano Arzneimittel GmbH";"";101;"DE";"15562";"Rüdersdorf";"Maienbergstraße";"10-12";"";"";"";202;"C"
698;698;1;"Tussin Pharma GmbH";"";101;"DE";"35274";"Kirchhain";"Menchestr.";"22 A";"";"";"";202;"C"
701;701;1;"Dyckerhoff Pharma GmbH & Co. KG";"";101;"DE";"50739";"Köln";"Robert-Perthel-Straße";"49";"";"";"";202;"C"
703;703;1;"Gothaplast Verbandpflasterfabrik GmbH";"";101;"DE";"99867";"Gotha";"Hans-C.Wirz-Str.";"2";"";"";"";202;"C"
705;705;1;"LEO Pharma GmbH";"";101;"DE";"63263";"Neu-Isenburg";"Frankfurter Straße";"233, A3";"";"";"";202;"C"
717;717;1;"DR. KADE/BESINS Pharma GmbH";"";101;"DE";"12277";"Berlin";"Rigistraße";"2";"12252";"Berlin";"480209";202;"C"
718;718;1;"curasan AG";"";101;"DE";"63801";"Kleinostheim";"Lindigstraße";"4";"";"";"";202;"C"
726;726;1;"Hermes Arzneimittel GmbH";"";101;"DE";"82049";"Großhesselohe";"Georg-Kalb-Straße";"5-8";"";"";"";202;"C"
734;734;1;"Merck Selbstmedikation GmbH";"";101;"DE";"64293";"Darmstadt";"Frankfurter Str.";"250";"64210";"Darmstadt";"101042";202;"C"
737;737;1;"Holsten Pharma GmbH";"";101;"DE";"6052";"Frankfurt am Main";"Hahnstr.";"31-35";"";"";"";202;"C"
751;751;1;"Jukunda Dr. Ludwig Schmitt GmbH & Co. KG";"";101;"DE";"82142";"Planegg";"Bahnhofstr.";"92";"82142";"Planegg";"1330";202;"C"
752;752;1;"Holthaus Medical GmbH & Co. KG";"";101;"DE";"42897";"Remscheid";"Karlstr.";"8 b";"";"";"";202;"C"
760;760;1;"SALUS Pharma GmbH";"";101;"DE";"83052";"Bruckmühl";"Bahnhofstr.";"24";"";"";"";202;"C"
761;761;1;"STADAPHARM GmbH";"";101;"DE";"61118";"Bad Vilbel";"Stadastr.";"2-18";"";"";"";202;"C"
762;762;1;"Sanorell Pharma GmbH & Co KG";"";101;"DE";"77815";"Bühl";"Hurststraße";"31";"";"";"";202;"C"
765;765;1;"betapharm Arzneimittel GmbH";"";101;"DE";"86156";"Augsburg";"Kobelweg";"95";"";"";"";202;"C"
767;767;1;"acis Arzneimittel GmbH";"";101;"DE";"82031";"Grünwald";"Lil-Dagover-Ring";"7";"";"";"";202;"C"
792;792;1;"Deutsche Olbas GmbH";"Deutsche Olbas-Gesellschaft mbH";;"";"71106";"Magstadt";"Hutwiesenstra.";"14";"71102";"Magstadt";"11 20";202;"C"
797;797;1;"Rodisma-Med Pharma GmbH";"";101;"DE";"51149";"Köln";"Kölner Str.";"48";"51113";"Köln";"900325";202;"C"
798;798;1;"Beethoven-Pharma Dr. W. Wiemann GmbH";"";101;"DE";"90455";"Nürnberg";"Steinthalstr.";"1";"";"";"";202;"C"
809;809;1;"PG-Naturpharma GmbH";"Geschäftsleitung";101;"DE";"83533";"Edling";"Am Gewerbering";"4/6";"";"";"";202;"C"
813;813;1;"Pfizer Consumer Healthcare GmbH";"";101;"DE";"10785";"Berlin";"Linkstr.";"10";"10922";"Berlin";"610194";202;"C"
819;819;1;"Penta Arzneimittel GmbH";"";101;"DE";"92551";"Stulln";"Werksstraße";"3";"";"";"";202;"C"
829;829;1;"Dr. K. Hollborn & Söhne GmbH & Co KG";"";101;"DE";"04347";"Leipzig";"Brahestr.";"13";"";"";"";202;"C"
842;842;1;"Teclapharm GmbH";"";101;"DE";"21335";"Lüneburg";"Heiligenthaler Str.";"4";"21312";"Lüneburg";"2211";202;"C"
861;861;1;"DEXCEL Pharma GmbH";"";101;"DE";"63755";"Alzenau";"Carl-Zeiss-Str.";"2";"";"";"";202;"C"
881;881;1;"AbZ-Pharma GmbH";"";101;"DE";"89079";"Ulm";"Graf-Arco-Str.";"3";"89070";"Ulm";"1350";202;"C"
886;886;1;"Allergika Pharma GmbH";"";101;"DE";"82515";"Wolfratshausen";"Hans-Urmiller-Ring";"58";"";"";"";202;"C"
887;887;1;"Mylan dura GmbH";"";101;"DE";"64295";"Darmstadt";"Wittichstr.";"6";"64206";"Darmstadt";"100635";202;"C"
889;889;1;"CSL Behring GmbH";"";101;"DE";"65795";"Hattersheim";"Philipp-Reis-Str.";"2";"";"";"";202;"C"
896;896;1;"Fette Pharma AG";"";101;"DE";"50996";"Köln";"Uferstr.";"45";"";"";"";202;"C"
906;906;1;"Spenglersan GmbH";"Pharmazeutische Präparate";101;"DE";"77815";"Bühl";"Steinfeldweg";"13";"77804";"Bühl";"1418";202;"C"
916;916;1;"Artegodan GmbH";"";;"";"29439";"Lüchow";"Wendlandstraße";"1";"";"";"";202;"C"
927;927;1;"Bauerfeind AG Geschäftsbereich Orthopädie";"";101;"DE";"07937";"Zeulenroda-Triebes";"Triebeser Str.";"16";"";"";"";202;"C"
928;928;1;"DEVESA Dr. Reingraber GmbH & Co. KG";"";101;"DE";"76461";"Muggensturm";"Heinkelstraße";"8a";"76457";"Muggensturm";"1136";202;"C"
932;932;1;"Ipsen Pharma GmbH";"";101;"DE";"76275";"Ettlingen";"Wiily-Brandt-Str.";"3";"76259";"Ettlingen";"100513";202;"C"
936;936;1;"Mylan Healthcare GmbH";"";101;"DE";"30173";"Hannover";"Freundallee";"9A";"30003";"Hannover";"332";202;"C"
946;946;1;"Novartis Pharma GmbH";"";101;"DE";"90429";"Nürnberg";"Roonstr.";"25";"";"";"";202;"C"
950;950;1;"Drossapharm GmbH";"";101;"DE";"79539";"Lörrach";"Wallbrunnstr.";"24";"";"";"";202;"C"
952;952;1;"Euro OTC Pharma GmbH";"";101;"DE";"59199";"Bönen";"Edisonstr.";"6";"59194";"Bönen";"1242";202;"C"
955;955;1;"Biogen GmbH";"";101;"DE";"85737";"Ismaning";"Carl-Zeiss-Ring";"6";"";"";"";202;"C"
956;956;1;"RubiePharm Vertriebs GmbH";"";101;"DE";"36396";"Steinau an der Straße";"Brüder-Grimm-Str.";"121";"";"";"";202;"C"
963;963;1;"Eisai GmbH";"";101;"DE";"60528";"Frankfurt am Main";"Lyoner Straße";"36";"60493";"Frankfurt am Main";"71 03 49";202;"C"
964;964;1;"1 A Pharma GmbH";"";101;"DE";"82041";"Oberhaching";"Keltenring";"1-3";"";"";"";202;"C"
965;965;1;"sigma-tau Arzneimittel GmbH";"";101;"DE";"80538";"München";"Liebherrstr.";"22";"";"";"";202;"C"
976;976;1;"MIP Pharma GmbH";"";101;"DE";"66440";"Blieskastel";"Kirkeler Straße";"41";"";"";"";202;"C"
977;977;1;"mibe GmbH";"";101;"DE";"06796";"Brehna";"Münchener Str.";"15";"";"";"";202;"C"
981;981;1;"Carl Zeiss Meditec AG";"";101;"DE";"10589";"Berlin";"Max-Dohrn-Str.";"8-10";"";"";"";202;"C"
10069;10069;1;"Pharma Wernigerode GmbH";"";;"";"38855";"Wernigerode";"Dornbergsweg";"35";"";"";"";202;"C"
10071;10071;1;"esparma  GmbH";"";101;"DE";"39171";"Sülzetal / OT Osterweddingen";"Bielefelder Str.";"1";"";"";"";202;"C"
10076;10076;1;"Serumwerk Bernburg AG";"";101;"DE";"06406";"Bernburg";"Hallesche Landstr.";"105 b";"06392";"Bernburg";"1263";202;"C"
10086;10086;1;"Jenapharm GmbH & Co. KG";"";101;"DE";"07745";"Jena";"Otto-Schott-Straße";"15";"07740";"Jena";"";202;"C"
10094;10094;1;"APOGEPHA Arzneimittel GmbH";"";101;"DE";"01309";"Dresden";"Kyffhäuserstr.";"27";"01281";"Dresden";"190155";202;"C"
10095;10095;1;"Li-iL GmbH";"";101;"DE";"01139";"Dresden";"Leipziger Straße";"300";"";"";"";202;"C"
10107;10107;1;"Berlin-Chemie AG";"";101;"DE";"12489";"Berlin";"Glienicker Weg";"125";"";"";"";202;"C"
10109;10109;1;"Octapharma GmbH";"";101;"DE";"40764";"Langenfeld";"Elisabeth-Selbert-Str.";"11";"40244";"Langenfeld";"400413";202;"C"
10111;10111;1;"Shire Deutschland GmbH";"";101;"DE";"10117";"Berlin";"Friedrichstrasse";"149";"";"";"";202;"C"
10116;10116;1;"KSK-Pharma Vertriebs AG";"";101;"DE";"76327";"Berghausen";"Finkenstr.";"1";"";"";"";202;"C"
10120;10120;1;"kohlpharma GmbH";"";101;"DE";"66663";"Merzig";"Im Holzhau";"8";"";"";"";202;"C"
10121;10121;1;"MTK Pharma Vertriebs GmbH";"";101;"DE";"66663";"Merzig";"Im Holzhau";"8";"";"";"";202;"C"
10122;10122;1;"Laboklinika Produktions- und Vertriebsgesellschaft mbH";"";101;"DE";"72108";"Rottenburg";"Rappenberghalde";"33";"";"";"";202;"C"
10123;10123;1;"Emra-Med Arzneimittel GmbH";"";101;"DE";"22946";"Trittau";"Otto-Hahn-Str.";"11";"";"";"";202;"C"
10126;10126;1;"Orifarm GmbH";"";101;"DE";"51381";"Leverkusen";"Fixheider Str.";"4";"";"";"";202;"C"
10127;10127;1;"Eye Care Roswitha Ziem";"";;"";"71638";"Ludwigsburg";"Solitudestr.";"40";"";"";"";202;"C"
10130;10130;1;"Weko-Pharma GmbH";"";101;"DE";"54331";"Pellingen";"Hochwaldblick";"3-4";"";"";"";202;"C"
10134;10134;1;"Johnson & Johnson GmbH - CHC";"";101;"DE";"41470";"Neuss";"Johnson & Johnson Platz";"2";"";"";"";202;"C"
10138;10138;1;"Pharma Peter GmbH";"";101;"DE";"22419";"Hamburg";"Tarpenring";"12";"";"";"";202;"C"
10141;10141;1;"Obstsaftkelterei Josef Möller GmbH & Co. KG";"";101;"DE";"45659";"Recklinghausen";"Forststr.";"7";"45611";"Recklinghausen";"101155";202;"C"
10144;10144;1;"BDS GmbH";"";101;"DE";"86946";"Pflugdorf";"Gewerbestraße";"4";"";"";"";202;"C"
10148;10148;1;"A.C.A. Müller ADAG Pharma AG";"";101;"DE";"78244";"Gottmadingen";"Hauptstr.";"99";"";"";"";202;"C"
10152;10152;1;"Beragena Arzneimittel GmbH";"";101;"DE";"76532";"Baden-Baden";"Rheinstr.";"93-95";"76492";"Baden-Baden";"2210";202;"C"
10158;10158;1;"Nutricia GmbH";"";101;"DE";"91052";"Erlangen";"Allee am Röthelheimpark";"11";"91015";"Erlangen";"2769";202;"C"
10162;10162;1;"Mevita Handels GmbH";"";101;"DE";"13127";"Berlin";"Eddastr.";"43";"";"";"";202;"C"
10166;10166;1;"H&S Tee-Gesellschaft mbH & Co. KG";"";101;"DE";"88079";"Kressbronn";"Heidachstr.";"62";"88075";"Kressbronn";"9165";202;"C"
10174;10174;1;"Abbott Diabetes Care";"Abbott GmbH & Co. KG";101;"DE";"65205";"Wiesbaden";"Max-Planck-Ring";"2";"65003";"Wiesbaden";"1303";202;"C"
10177;10177;1;"MIT Gesundheit GmbH";"";101;"DE";"47533";"Kleve";"Thaerstraße";"4a";"";"";"";202;"C"
10182;10182;1;"Sunstar Deutschland GmbH";"";101;"DE";"79677";"Schönau";"Aiterfeld";"1";"";"";"";202;"C"
10186;10186;1;"Apomix PKH Pharm. Labor GmbH";"";101;"DE";"06120";"Halle/Saale";"Daniel-Vorländer-Str.";"2";"";"";"";202;"C"
10194;10194;1;"Seratec Gesellschaft für Biotechnologie mbH";"";101;"DE";"37079";"Göttingen";"Ernst-Ruhstrat-Str.";"5";"";"";"";202;"C"
10205;10205;1;"Aframed GmbH Pharmazeutische Präparate";"";101;"DE";"86152";"Augsburg";"Peutinger Str.";"3";"";"";"";202;"C"
10211;10211;1;"Queisser Pharma GmbH & Co. KG";"";101;"DE";"24941";"Flensburg";"Schleswiger Str.";"74";"24914";"Flensburg";"2456";202;"C"
10215;10215;1;"Hipp GmbH & Co. Vertrieb KG";"";101;"DE";"85276";"Pfaffenhofen";"Georg-Hipp-Str.";"7";"85265";"Pfaffenhofen";"1551";202;"C"
10223;10223;1;"Cancernova GmbH";"";101;"DE";"82031";"Grünwald";"Lil-Dagover-Ring";"7";"";"";"";202;"C"
10230;10230;1;"Lyomark Pharma GmbH";"";101;"DE";"82041";"Oberhachung";"Keltenring";"17";"";"";"";202;"C"
10242;10242;1;"Resorba Medical GmbH";"";101;"DE";"90475";"Nürnberg";"Am Flachmoor";"16";"";"";"";202;"C"
10243;10243;1;"Ribosepharm division Hikma Pharma GmbH";"";101;"DE";"82152";"Martinsried";"Lochhamer Str.";"13";"";"";"";202;"C"
10245;10245;1;"Bayer Vital GmbH Selbstmedikations-/Consumer-Care-Prod.";"";101;"DE";"51368";"Leverkusen";"Kaiser-Wilhelm-Allee Gebäude K";"56";"";"";"";202;"C"
10252;10252;1;"proVita GmbH Apotheken-Marketing und -Handels GmbH";"";101;"DE";"82335";"Berg";"Seestr.";"76";"";"";"";202;"C"
10254;10254;1;"Sanum-Kehlbeck GmbH & Co. KG";"";101;"DE";"27318";"Hoya";"Hasseler Steinweg";"9-12";"27316";"Hoya";"1355";202;"C"
10264;10264;1;"KyraMed Biomol Naturprodukte GmbH";"";101;"DE";"35440";"Linden";"Waldstr.";"67b";"";"";"";202;"C"
10269;10269;1;"Schupp GmbH & Co. KG Med. Badezusätze, Körperpflegemittel";"";101;"DE";"72280";"Dornstetten";"";"";"72238";"Freudenstadt";"840";202;"C"
10270;10270;1;"Bergland-Pharma GmbH & Co. KG";"";101;"DE";"87751";"Heimertingen";"Alpenstraße";"15";"87681";"Memmingen";"1132";202;"C"
10280;10280;1;"Firma Kremer GmbH & Co. KG";"";101;"DE";"42277";"Wuppertal";"Tütersburg";"37";"";"";"";202;"C"
10288;10288;1;"A-1 DentalBeyer + Hämmerich";"Inh. Kerstin van Lacker e.K.";101;"DE";"34131";"Kassel";"Landgraf-Karl-Str.";"38";"34064";"Kassel";"410209";202;"C"
10296;10296;1;"Alhopharm Arzneimittel GmbH";"";101;"DE";"35614";"Aßlar-Werdorf";"Alte Chaussee";"2";"35610";"Aßlar-Werdorf";"30";202;"C"
10300;10300;1;"ALLPHARM Vertriebs-GmbH";"";101;"DE";"64409";"Messel";"Langgasse";"63";"64409";"Messel";"1113";202;"C"
10310;10310;1;"AURICA Naturheilmittel u. Naturwaren GmbH";"";101;"DE";"66773";"Schwalbach/Elm";"Püttlinger Str.";"121";"";"";"";202;"C"
10330;10330;1;"Bindergass-Apotheke";"";101;"DE";"90403";"Nürnberg";"Theresienplatz";"2-4";"";"";"";202;"C"
10331;10331;1;"Bio-Diät-Berlin GmbH";"Pharmazeutische Fabrik";101;"DE";"12169";"Berlin";"Selerweg";"43-45";"12119";"Berlin";"410980";202;"C"
10335;10335;1;"BIOSUN GmbH";"";;"";"35641";"Schwalbach";"Steinstr.";"5";"35641";"Schwalbach";"100";202;"C"
10338;10338;1;"Biscova-Arzneimittel Vertrieb pharm. Präparate";"";101;"DE";"29559";"Wrestedt/Stederdorf";"Fuhrenkamp";"7";"";"";"";202;"C"
10346;10346;1;"Caesar & Loretz GmbH";"";101;"DE";"40721";"Hilden";"Herderstr.";"31";"40702";"Hilden";"248";202;"C"
10350;10350;1;"China Arzneimittel Agentur Deonal GmbH & Co. Verwaltungs KG";"";101;"DE";"95326";"Kulmbach";"Hans-Dill-Str.";"9";"95302";"Kulmbach";"12 06";202;"C"
10358;10358;1;"docpharm® Arzneimittelvertrieb GmbH & Co. KGaA";"";101;"DE";"76229";"Karlsruhe";"Greschbachstraße";"7";"";"";"";202;"C"
10382;10382;1;"Dr. Georg Friedrich Henning Chemische Fabrik Walldorf GmbH";"";101;"DE";"69190";"Walldorf/Baden";"Robert-Bosch-Str.";"62";"";"";"";202;"C"
10387;10387;1;"Gudjons GmbH";"";101;"DE";"86153";"Augsburg";"Friedrich-Merz-Str.";"5";"";"";"";202;"C"
10388;10388;1;"Homviora-Arzneimittel Dr. Hagedorn GmbH & Co.";"";101;"DE";"81925";"München";"Arabellastr.";"5";"";"";"";202;"C"
10393;10393;1;"TRB Chemedica AG";"";101;"DE";"85622";"Feldkirchen";"Otto-Lilienthal-Ring";"26";"";"";"";202;"C"
10405;10405;1;"KREPHA GmbH & Co. KG";"";101;"DE";"69239";"Neckarsteinach";"Schönauer Str.";"32";"69235";"Neckarsteinach";"1167";202;"C"
10413;10413;1;"A. Lühr-Lehrs Arzneimittel und Präventivprodukte";"";101;"DE";"53902";"Bad Münstereifel";"Hohler Weg";"12";"";"";"";202;"C"
10416;10416;1;"Makolpharm Arzneimittel GmbH";"";101;"DE";"46519";"Alpen";"Weseler Str.";"88";"";"";"";202;"C"
10422;10422;1;"Meripharm GmbH";"Arzneimittelvertrieb";101;"DE";"76534";"Baden-Baden";"Eckbergstr.";"18";"76502";"Baden-Baden";"1318";202;"C"
10437;10437;1;"Dr. Niedermaier Pharma GmbH";"";101;"DE";"85662";"Hohenbrunn";"Georg-Knorr-Str.";"1";"";"";"";202;"C"
10446;10446;1;"Langer Pharma Handels- und Vertriebs GmbH";"";101;"DE";"26188";"Edewecht";"Am Ortsrand";"7";"";"";"";202;"C"
10457;10457;1;"Dr. Poehlmann & Co. GmbH";"";101;"DE";"58313";"Herdecke";"Lörfeldstr.";"20";"58303";"Herdecke";"1365";202;"C"
10475;10475;1;"Laboratorium Soluna Heilmittel GmbH";"";101;"DE";"86609";"Donauwörth";"Artur-Pröller-Str.";"7";"";"";"";202;"C"
10479;10479;1;"Dr. Bruno Scheffler Nachf. GmbH & Co. KG";"";101;"DE";"51469";"Bergisch Gladbach";"Senefelderstr.";"44";"51435";"Bergisch Gladbach";"200529";202;"C"
10482;10482;1;"Schloss-Apotheke";"";101;"DE";"83229";"Aschau im Chiemgau";"Bahnhofstr.";"5";"";"";"";202;"C"
10486;10486;1;"Schützen-Apotheke";"Apotheker Fasching eingetragener Kaufmann";101;"DE";"80335";"München";"Schützenstr.";"5";"";"";"";202;"C"
10495;10495;1;"Orphan Europe Germany GmbH";"";101;"DE";"89075";"Ulm";"Eberhard-Finckh-Str.";"55";"";"";"";202;"C"
10503;10503;1;"Baxter Deutschland GmbH Medication Delivery";"";101;"DE";"85716";"Unterschleißheim";"Edisonstr.";"4";"";"";"";202;"C"
10508;10508;1;"GILEAD Sciences GmbH";"";101;"DE";"82152";"Martinsried";"Fraunhoferstr.";"17";"";"";"";202;"C"
10509;10509;1;"Vaniplan-Pharma GmbH";"";101;"DE";"69509";"Mörlenbach";"Großbreitenbach";"60";"";"";"";202;"C"
10512;10512;1;"VOCO GmbH";"";101;"DE";"27472";"Cuxhaven";"Anton-Flettner-Str.";"1-3";"27457";"Cuxhaven";"767";202;"C"
10514;10514;1;"allcura Naturheilmittel GmbH";"";101;"DE";"97877";"Wertheim";"Reichenaecker";"7";"97866";"Wertheim";"1625";202;"C"
10517;10517;1;"WIGOPHARM GmbH";"";101;"DE";"82467";"Garmisch-Partenkirchen";"Marienplatz";"8";"";"";"";202;"C"
10521;10521;1;"JURA Pharmazeutische Fabrik Gollwitzer KG";"";101;"DE";"78464";"Konstanz";"Nestgasse";"2";"";"";"";202;"C"
10523;10523;1;"Brinkmann Medical Dr. Junghans Medical GmbH";"";101;"DE";"04651";"Bad Lausick";"Käthe-Kollwitz-Str.";"34";"";"";"";202;"C"
10530;10530;1;"Apomix AMH Niemann GmbH & Co. KG";"";101;"DE";"06120";"Halle";"Daniel-Vorländer-Str.";"2";"";"";"";202;"C"
10532;10532;1;"Bombastus-Werke AG";"";101;"DE";"01705";"Freital";"Wilsdruffer Str.";"170";"";"";"";202;"C"
10545;10545;1;"Merz Consumer Care GmbH";"";101;"DE";"60318";"Frankfurt";"Eckenheimer Landstr.";"100-104";"60048";"Frankfurt";"111353";202;"C"
10574;10574;1;"Aalborg Pharma GmbH";"";101;"DE";"69509";"Mörlenbach";"Großbreitenbach";"60";"";"";"";202;"C"
10576;10576;1;"Stallergenes GmbH";"";101;"DE";"47475";"Kamp-Lintfort";"Carl-Friedrich-Gauß-Str.";"50";"";"";"";202;"C"
10580;10580;1;"Arnimont Pharma Niederlassung Österreich";"";101;"AT";"1030";"Wien";"Göllnergasse";"29";"";"";"";202;"C"
10587;10587;1;"Arnimont Pharma GmbH";"";101;"DE";"69509";"Mörlenbach";"Großbreitenbach";"60";"";"";"";202;"C"
10600;10600;1;"Bärenstein Pharma GmbH";"";101;"DE";"64646";"Heppenheim";"Am Alten Neckar";"5";"";"";"";202;"C"
10601;10601;1;"GK Marketing & Sales GmbH";"";101;"DE";"64625";"Bensheim";"Asternweg";"13";"";"";"";202;"C"
10608;10608;1;"Biokanol® Pharma GmbH";"";101;"DE";"76437";"Rastatt";"Kehlerstr.";"7";"";"";"";202;"C"
10626;10626;1;"Care Diagnostica Laborreagenzien GmbH";"";101;"DE";"46562";"Voerde";"Weseler Str.";"110";"";"";"";202;"C"
10633;10633;1;"Brücken-Laboratorium";"";101;"DE";"72144";"Dusslingen";"Austrasse";"1";"";"";"";202;"C"
10634;10634;1;"Plantatrakt GmbH";"";101;"DE";"87534";"Oberstaufen-Steibis";"Am Hößl";"10";"";"";"";202;"C"
10662;10662;1;"Dentsply Detray GmbH";"";101;"DE";"78467";"Konstanz";"De-Trey-Str.";"1";"78404";"Konstanz";"100442";202;"C"
10666;10666;1;"Diamant Natuur B.V. (D)";"";101;"DE";"64646";"Heppenheim";"Am Alten Neckar";"5";"";"";"";202;"C"
10668;10668;1;"Diamant Natuur B.V.";"";101;"NL";"6373";"GD Landgraaf";"Snijderslaan";"9";"";"";"";202;"C"
10683;10683;1;"PHARMA-LABOR Apotheker H. Förster GmbH";"";101;"DE";"59821";"Arnsberg";"Dammstr.";"7";"";"";"";202;"C"
10690;10690;1;"3M Deutschland GmbH";"";101;"DE";"82229";"Seefeld";"Espe Platz";"";"";"";"";202;"C"
10702;10702;1;"Fima pharmaz. Laboratorium";"";101;"DE";"49809";"Lingen";"Georgstr.";"54-56";"49784";"Lingen";"1449";202;"C"
10705;10705;1;"Foliapharm GmbH";"";101;"DE";"50226";"Frechen";"Alfred-Nobel-Str.";"5";"";"";"";202;"C"
10725;10725;1;"G & P Naturarznei GmbH";"";101;"DE";"89188";"Merklingen";"J.-Lohmann-Weg";"5";"";"";"";202;"C"
10746;10746;1;"Reckitt Benckiser Deutschland GmbH";"";101;"DE";"69115";"Heidelberg";"Darwinstrasse";"2-4";"";"";"";202;"C"
10760;10760;1;"Infai GmbH";"";101;"DE";"51105";"Köln";"Gottfried-Hagen-Str.";"60-62";"";"";"";202;"C"
10761;10761;1;"Inresa Arzneimittel GmbH";"";101;"DE";"79114";"Freiburg";"Obere Hardtstr.";"18";"";"";"";202;"C"
10763;10763;1;"Innovapharm Arzneimittelvertriebs GmbH";"";101;"DE";"73760";"Ostfildern (Ruit)";"Brunnenwiesenstr.";"21";"70069";"Stuttgart";"4240";202;"C"
10764;10764;1;"Intercell Pharma GmbH";"";101;"DE";"85635";"Höhenkirchen";"Altlaufstr.";"42";"";"";"";202;"C"
10784;10784;1;"Kern-Pharma GMBH";"";101;"DE";"76889";"Kapsweyer";"Im Lichel";"7";"";"";"";202;"C"
10811;10811;1;"PharmaFit GmbH";"";101;"DE";"19073";"Stralendorf";"Moorweg";"1";"";"";"";202;"C"
10950;10950;1;"Kreuz-Apotheke Apotheker Constantin Meyer";"";101;"DE";"30926";"Seelze";"Hannoversche Str.";"1";"";"";"";202;"C"
10976;10976;1;"Macherey-Nagel GmbH & Co. KG";"";101;"DE";"52355";"Düren";"Neumann-Neander-Str.";"6-8";"52313";"Düren";"101352";202;"C"
10982;10982;1;"Marien-Apotheke Prien";"";101;"DE";"83209";"Prien";"Marktplatz";"10";"83203";"Prien";"1362";202;"C"
11002;11002;1;"Midro Lörrach GmbH";"";101;"DE";"79539";"Lörrach";"Bärenfelser Str.";"7";"";"";"";202;"C"
11012;11012;1;"Naturamed Arzneimittelvertriebs GmbH";"";101;"DE";"47798";"Krefeld";"Ostwall";"48a";"";"";"";202;"C"
11021;11021;1;"Ohropax GmbH";"";101;"DE";"61273";"Wehrheim";"Am Kappengraben";"18 A";"61269";"Wehrheim";"1254";202;"C"
11023;11023;1;"One Drop Only Chem.-pharm. Vertriebs GmbH";"";101;"DE";"13627";"Berlin";"Stieffring";"14";"";"";"";202;"C"
11046;11046;1;"Pharmapol Arzneimittelvertrieb GmbH";"";101;"DE";"25578";"Dägeling";"Kaddenbusch";"11";"";"";"";202;"C"
11059;11059;1;"Preventpharma GmbH";"";101;"DE";"89188";"Merklingen";"Johannes-Lohrmann-Weg";"5";"";"";"";202;"C"
11062;11062;1;"Diagnostic Green GmbH";"";101;"DE";"85609";"Aschheim-Dornach";"Otto-Hahn-Str.";"20";"";"";"";202;"C"
11073;11073;1;"Resana GmbH";"";101;"DE";"10713";"Berlin";"Hohenzollerndamm";"47a";"";"";"";202;"C"
