"INTERACTIONCLASSID1";"INTERACTIONCLASSID2";"SEVERITY";"LIKELIHOOD"
69;12367;"mittelschwer";"Begrenzt untersucht."
69;12484;"schwerwiegend";"Begrenzt untersucht."
69;12488;"mittelschwer";"Gut untersucht."
69;12568;"Vorsicht";"Begrenzt untersucht."
69;12692;"mittelschwer";"Nicht erwiesen"
69;12722;"mittelschwer";"Gut untersucht."
69;12752;"mittelschwer";"Begrenzt untersucht."
69;12838;"mittelschwer";"Begrenzt untersucht."
69;12840;"mittelschwer";"Begrenzt untersucht."
70;43;"mittelschwer";"Begrenzt untersucht."
70;107;"mittelschwer";"Nicht erwiesen"
70;192;"schwerwiegend";"Nicht erwiesen"
70;268;"schwerwiegend";"Nicht erwiesen"
70;428;"mittelschwer";"Gut untersucht."
70;10071;"schwerwiegend";"Nicht erwiesen"
70;10075;"schwerwiegend";"Nicht erwiesen"
70;10356;"schwerwiegend";"Begrenzt untersucht."
70;10535;"mittelschwer";"Begrenzt untersucht."
70;10594;"schwerwiegend";"Nicht erwiesen"
70;10973;"schwerwiegend";"Nicht erwiesen"
70;11006;"schwerwiegend";"Nicht erwiesen"
70;11048;"schwerwiegend";"Nicht erwiesen"
70;11257;"schwerwiegend";"Nicht erwiesen"
70;11640;"schwerwiegend";"Begrenzt untersucht."
70;12100;"schwerwiegend";"Nicht erwiesen"
70;12127;"schwerwiegend";"Nicht erwiesen"
70;12391;"schwerwiegend";"Nicht erwiesen"
70;12394;"schwerwiegend";"Nicht erwiesen"
70;12395;"schwerwiegend";"Begrenzt untersucht."
70;12399;"schwerwiegend";"Nicht erwiesen"
70;12778;"schwerwiegend";"Nicht erwiesen"
70;12840;"mittelschwer";"Begrenzt untersucht."
70;12844;"schwerwiegend";"Nicht erwiesen"
71;63;"Vorsicht";"Nicht erwiesen"
71;86;"mittelschwer";"Nicht erwiesen"
71;143;"mittelschwer";"Begrenzt untersucht."
71;146;"schwerwiegend";"Gut untersucht."
71;170;"mittelschwer";"Begrenzt untersucht."
71;398;"mittelschwer";"Sehr gut untersucht."
71;491;"mittelschwer";"Begrenzt untersucht."
71;10096;"mittelschwer";"Begrenzt untersucht."
71;10419;"mittelschwer";"Gut untersucht."
71;10692;"schwerwiegend";"Gut untersucht."
72;31;"schwerwiegend";"Gut untersucht."
72;50;"mittelschwer";"Gut untersucht."
73;7;"Vorsicht";"Nicht erwiesen"
73;149;"mittelschwer";"Gut untersucht."
73;158;"mittelschwer";"Gut untersucht."
73;170;"mittelschwer";"Begrenzt untersucht."
73;189;"mittelschwer";"Begrenzt untersucht."
73;206;"mittelschwer";"Begrenzt untersucht."
73;339;"schwerwiegend";"Gut untersucht."
73;427;"mittelschwer";"Begrenzt untersucht."
73;10475;"mittelschwer";"Begrenzt untersucht."
73;11006;"mittelschwer";"Begrenzt untersucht."
73;12100;"mittelschwer";"Nicht erwiesen"
73;12582;"mittelschwer";"Begrenzt untersucht."
74;102;"mittelschwer";"Begrenzt untersucht."
74;126;"mittelschwer";"Begrenzt untersucht."
74;10217;"mittelschwer";"Begrenzt untersucht."
74;10311;"mittelschwer";"Begrenzt untersucht."
74;10346;"mittelschwer";"Gut untersucht."
74;10671;"schwerwiegend";"Nicht erwiesen"
74;10973;"geringfügig";"Begrenzt untersucht."
74;12197;"mittelschwer";"Begrenzt untersucht."
74;12392;"schwerwiegend";"Nicht erwiesen"
74;12434;"schwerwiegend";"Nicht erwiesen"
74;12714;"schwerwiegend";"Begrenzt untersucht."
74;12840;"schwerwiegend";"Begrenzt untersucht."
75;137;"mittelschwer";"Gut untersucht."
75;139;"mittelschwer";"Begrenzt untersucht."
75;368;"mittelschwer";"Nicht erwiesen"
76;10;"mittelschwer";"Begrenzt untersucht."
76;16;"schwerwiegend";"Nicht erwiesen"
76;30;"mittelschwer";"Begrenzt untersucht."
76;63;"mittelschwer";"Begrenzt untersucht."
76;69;"mittelschwer";"Gut untersucht."
76;170;"mittelschwer";"Begrenzt untersucht."
76;323;"schwerwiegend";"Gut untersucht."
76;10142;"Vorsicht";"Begrenzt untersucht."
76;10675;"schwerwiegend";"Begrenzt untersucht."
76;12053;"mittelschwer";"Gut untersucht."
77;9;"mittelschwer";"Begrenzt untersucht."
77;452;"mittelschwer";"Begrenzt untersucht."
78;69;"mittelschwer";"Begrenzt untersucht."
78;10096;"schwerwiegend";"Gut untersucht."
79;88;"schwerwiegend";"Begrenzt untersucht."
79;10346;"schwerwiegend";"Begrenzt untersucht."
80;10480;"schwerwiegend";"Begrenzt untersucht."
81;7;"geringfügig";"Nicht erwiesen"
81;31;"Vorsicht";"Nicht erwiesen"
81;48;"Vorsicht";"Nicht erwiesen"
81;122;"Vorsicht";"Nicht erwiesen"
81;421;"geringfügig";"Nicht erwiesen"
81;10002;"geringfügig";"Begrenzt untersucht."
81;12581;"mittelschwer";"Nicht erwiesen"
83;204;"mittelschwer";"Nicht erwiesen"
85;10142;"schwerwiegend";"Nicht erwiesen"
85;10353;"mittelschwer";"Begrenzt untersucht."
86;10;"schwerwiegend";"Gut untersucht."
86;110;"mittelschwer";"Sehr gut untersucht."
86;165;"schwerwiegend";"Begrenzt untersucht."
86;201;"mittelschwer";"Begrenzt untersucht."
86;304;"Vorsicht";"Begrenzt untersucht."
86;359;"schwerwiegend";"Gut untersucht."
86;412;"schwerwiegend";"Sehr gut untersucht."
86;10130;"schwerwiegend";"Begrenzt untersucht."
86;10442;"mittelschwer";"Begrenzt untersucht."
86;10453;"mittelschwer";"Gut untersucht."
86;10865;"geringfügig";"Gut untersucht."
86;11257;"Vorsicht";"Begrenzt untersucht."
86;11303;"schwerwiegend";"Gut untersucht."
86;12162;"Vorsicht";"Begrenzt untersucht."
87;9;"mittelschwer";"Begrenzt untersucht."
87;33;"mittelschwer";"Begrenzt untersucht."
87;48;"mittelschwer";"Begrenzt untersucht."
87;63;"mittelschwer";"Begrenzt untersucht."
87;170;"mittelschwer";"Begrenzt untersucht."
87;189;"mittelschwer";"Gut untersucht."
87;481;"mittelschwer";"Begrenzt untersucht."
88;18;"schwerwiegend";"Begrenzt untersucht."
88;24;"schwerwiegend";"Begrenzt untersucht."
88;43;"mittelschwer";"Begrenzt untersucht."
88;53;"mittelschwer";"Gut untersucht."
88;58;"mittelschwer";"Begrenzt untersucht."
88;63;"mittelschwer";"Gut untersucht."
88;69;"mittelschwer";"Sehr gut untersucht."
88;70;"schwerwiegend";"Begrenzt untersucht."
88;74;"mittelschwer";"Begrenzt untersucht."
88;139;"mittelschwer";"Begrenzt untersucht."
88;170;"mittelschwer";"Begrenzt untersucht."
88;189;"mittelschwer";"Begrenzt untersucht."
88;202;"geringfügig";"Begrenzt untersucht."
88;321;"mittelschwer";"Begrenzt untersucht."
88;385;"mittelschwer";"Begrenzt untersucht."
88;10026;"mittelschwer";"Begrenzt untersucht."
88;10193;"mittelschwer";"Begrenzt untersucht."
88;10434;"mittelschwer";"Begrenzt untersucht."
88;10749;"mittelschwer";"Gut untersucht."
88;10896;"mittelschwer";"Gut untersucht."
88;11100;"Vorsicht";"Begrenzt untersucht."
88;11106;"schwerwiegend";"Gut untersucht."
88;11109;"mittelschwer";"Gut untersucht."
88;11650;"mittelschwer";"Begrenzt untersucht."
88;12604;"mittelschwer";"Nicht erwiesen"
88;12870;"mittelschwer";"Nicht erwiesen"
89;16;"mittelschwer";"Gut untersucht."
89;61;"mittelschwer";"Gut untersucht."
89;141;"mittelschwer";"Gut untersucht."
89;11670;"mittelschwer";"Gut untersucht."
90;124;"Vorsicht";"Begrenzt untersucht."
90;309;"schwerwiegend";"Sehr gut untersucht."
90;10072;"schwerwiegend";"Nicht erwiesen"
90;10090;"mittelschwer";"Begrenzt untersucht."
91;29;"Vorsicht";"Begrenzt untersucht."
91;31;"schwerwiegend";"Nicht erwiesen"
91;53;"mittelschwer";"Gut untersucht."
91;70;"schwerwiegend";"Nicht erwiesen"
91;109;"schwerwiegend";"Begrenzt untersucht."
91;165;"schwerwiegend";"Nicht erwiesen"
91;170;"mittelschwer";"Gut untersucht."
91;268;"schwerwiegend";"Nicht erwiesen"
91;10071;"schwerwiegend";"Nicht erwiesen"
91;10075;"mittelschwer";"Begrenzt untersucht."
91;10093;"schwerwiegend";"Nicht erwiesen"
91;10110;"schwerwiegend";"Nicht erwiesen"
91;10311;"schwerwiegend";"Gut untersucht."
91;10353;"schwerwiegend";"Begrenzt untersucht."
91;10442;"schwerwiegend";"Nicht erwiesen"
91;10453;"schwerwiegend";"Nicht erwiesen"
91;10594;"schwerwiegend";"Nicht erwiesen"
91;10666;"schwerwiegend";"Nicht erwiesen"
91;10956;"mittelschwer";"Begrenzt untersucht."
91;10973;"schwerwiegend";"Begrenzt untersucht."
91;11006;"schwerwiegend";"Nicht erwiesen"
91;11048;"schwerwiegend";"Nicht erwiesen"
91;11257;"schwerwiegend";"Nicht erwiesen"
91;11500;"schwerwiegend";"Nicht erwiesen"
91;12127;"schwerwiegend";"Nicht erwiesen"
91;12161;"schwerwiegend";"Nicht erwiesen"
91;12256;"mittelschwer";"Begrenzt untersucht."
91;12394;"schwerwiegend";"Nicht erwiesen"
91;12395;"schwerwiegend";"Begrenzt untersucht."
91;12399;"schwerwiegend";"Nicht erwiesen"
91;12409;"schwerwiegend";"Nicht erwiesen"
91;12844;"schwerwiegend";"Nicht erwiesen"
94;37;"mittelschwer";"Gut untersucht."
94;69;"mittelschwer";"Nicht erwiesen"
94;125;"schwerwiegend";"Sehr gut untersucht."
94;172;"schwerwiegend";"Gut untersucht."
94;321;"mittelschwer";"Nicht erwiesen"
94;10560;"schwerwiegend";"Begrenzt untersucht."
94;12484;"mittelschwer";"Nicht erwiesen"
97;48;"mittelschwer";"Begrenzt untersucht."
97;180;"mittelschwer";"Begrenzt untersucht."
97;412;"Vorsicht";"Nicht erwiesen"
97;10152;"mittelschwer";"Nicht erwiesen"
97;10346;"mittelschwer";"Begrenzt untersucht."
97;12052;"mittelschwer";"Gut untersucht."
97;12623;"mittelschwer";"Begrenzt untersucht."
98;27;"mittelschwer";"Begrenzt untersucht."
98;33;"schwerwiegend";"Begrenzt untersucht."
98;53;"mittelschwer";"Begrenzt untersucht."
98;106;"schwerwiegend";"Nicht erwiesen"
98;107;"schwerwiegend";"Nicht erwiesen"
98;152;"schwerwiegend";"Nicht erwiesen"
98;205;"mittelschwer";"Gut untersucht."
98;206;"schwerwiegend";"Nicht erwiesen"
98;416;"mittelschwer";"Nicht erwiesen"
98;452;"schwerwiegend";"Nicht erwiesen"
98;10014;"schwerwiegend";"Begrenzt untersucht."
98;10165;"schwerwiegend";"Begrenzt untersucht."
98;10199;"schwerwiegend";"Nicht erwiesen"
98;10225;"schwerwiegend";"Gut untersucht."
98;10425;"schwerwiegend";"Nicht erwiesen"
98;10594;"schwerwiegend";"Gut untersucht."
98;10802;"schwerwiegend";"Nicht erwiesen"
98;12197;"schwerwiegend";"Begrenzt untersucht."
98;12366;"schwerwiegend";"Begrenzt untersucht."
98;12375;"schwerwiegend";"Gut untersucht."
98;12462;"schwerwiegend";"Nicht erwiesen"
98;12601;"schwerwiegend";"Begrenzt untersucht."
98;12602;"schwerwiegend";"Begrenzt untersucht."
99;146;"mittelschwer";"Begrenzt untersucht."
101;43;"geringfügig";"Begrenzt untersucht."
101;61;"geringfügig";"Gut untersucht."
101;89;"mittelschwer";"Gut untersucht."
101;120;"mittelschwer";"Gut untersucht."
101;136;"mittelschwer";"Begrenzt untersucht."
101;324;"schwerwiegend";"Begrenzt untersucht."
101;418;"mittelschwer";"Begrenzt untersucht."
101;10350;"geringfügig";"Begrenzt untersucht."
101;11626;"geringfügig";"Gut untersucht."
101;12164;"geringfügig";"Begrenzt untersucht."
101;12317;"geringfügig";"Gut untersucht."
101;12430;"mittelschwer";"Begrenzt untersucht."
102;195;"mittelschwer";"Gut untersucht."
105;135;"mittelschwer";"Begrenzt untersucht."
105;10918;"mittelschwer";"Begrenzt untersucht."
105;12053;"mittelschwer";"Gut untersucht."
105;12627;"schwerwiegend";"Begrenzt untersucht."
106;69;"mittelschwer";"Begrenzt untersucht."
106;73;"mittelschwer";"Gut untersucht."
106;139;"mittelschwer";"Gut untersucht."
106;195;"mittelschwer";"Begrenzt untersucht."
106;209;"mittelschwer";"Begrenzt untersucht."
106;416;"mittelschwer";"Begrenzt untersucht."
106;452;"mittelschwer";"Begrenzt untersucht."
106;476;"mittelschwer";"Begrenzt untersucht."
106;10025;"mittelschwer";"Begrenzt untersucht."
106;10096;"mittelschwer";"Begrenzt untersucht."
106;10126;"mittelschwer";"Gut untersucht."
106;10152;"mittelschwer";"Begrenzt untersucht."
106;10284;"mittelschwer";"Nicht erwiesen"
106;10535;"mittelschwer";"Begrenzt untersucht."
106;10591;"mittelschwer";"Gut untersucht."
106;10802;"mittelschwer";"Begrenzt untersucht."
106;10958;"mittelschwer";"Begrenzt untersucht."
106;11008;"mittelschwer";"Begrenzt untersucht."
106;11257;"schwerwiegend";"Nicht erwiesen"
106;12127;"schwerwiegend";"Begrenzt untersucht."
107;9;"mittelschwer";"Begrenzt untersucht."
107;73;"mittelschwer";"Sehr gut untersucht."
107;139;"mittelschwer";"Gut untersucht."
107;195;"geringfügig";"Nicht erwiesen"
107;339;"mittelschwer";"Begrenzt untersucht."
107;387;"Vorsicht";"Nicht erwiesen"
107;416;"mittelschwer";"Begrenzt untersucht."
107;10025;"mittelschwer";"Begrenzt untersucht."
107;10126;"mittelschwer";"Sehr gut untersucht."
107;10152;"mittelschwer";"Begrenzt untersucht."
107;10326;"mittelschwer";"Gut untersucht."
107;10350;"geringfügig";"Sehr gut untersucht."
107;11006;"mittelschwer";"Nicht erwiesen"
107;11257;"mittelschwer";"Gut untersucht."
107;12701;"mittelschwer";"Begrenzt untersucht."
107;12840;"mittelschwer";"Begrenzt untersucht."
107;12841;"mittelschwer";"Begrenzt untersucht."
108;20;"mittelschwer";"Begrenzt untersucht."
108;69;"mittelschwer";"Begrenzt untersucht."
108;10438;"mittelschwer";"Nicht erwiesen"
108;12706;"schwerwiegend";"Begrenzt untersucht."
109;20;"mittelschwer";"Begrenzt untersucht."
109;37;"mittelschwer";"Sehr gut untersucht."
109;69;"geringfügig";"Gut untersucht."
109;70;"schwerwiegend";"Nicht erwiesen"
109;71;"mittelschwer";"Begrenzt untersucht."
109;102;"mittelschwer";"Begrenzt untersucht."
109;113;"mittelschwer";"Gut untersucht."
109;175;"geringfügig";"Gut untersucht."
109;10311;"schwerwiegend";"Begrenzt untersucht."
110;207;"schwerwiegend";"Nicht erwiesen"
110;263;"schwerwiegend";"Nicht erwiesen"
112;30;"mittelschwer";"Begrenzt untersucht."
112;33;"mittelschwer";"Gut untersucht."
112;37;"mittelschwer";"Gut untersucht."
112;42;"mittelschwer";"Begrenzt untersucht."
112;48;"mittelschwer";"Sehr gut untersucht."
112;63;"mittelschwer";"Gut untersucht."
112;69;"mittelschwer";"Begrenzt untersucht."
112;109;"mittelschwer";"Begrenzt untersucht."
112;113;"mittelschwer";"Nicht erwiesen"
112;128;"Vorsicht";"Begrenzt untersucht."
112;170;"mittelschwer";"Gut untersucht."
112;189;"mittelschwer";"Gut untersucht."
112;208;"schwerwiegend";"Gut untersucht."
112;321;"mittelschwer";"Gut untersucht."
112;364;"schwerwiegend";"Nicht erwiesen"
112;372;"mittelschwer";"Gut untersucht."
112;416;"mittelschwer";"Nicht erwiesen"
112;452;"mittelschwer";"Nicht erwiesen"
112;476;"mittelschwer";"Begrenzt untersucht."
112;10046;"mittelschwer";"Begrenzt untersucht."
112;10120;"mittelschwer";"Gut untersucht."
112;10353;"mittelschwer";"Begrenzt untersucht."
112;10802;"mittelschwer";"Nicht erwiesen"
112;12283;"geringfügig";"Nicht erwiesen"
112;12508;"mittelschwer";"Nicht erwiesen"
113;54;"mittelschwer";"Nicht erwiesen"
113;10094;"schwerwiegend";"Sehr gut untersucht."
113;10125;"mittelschwer";"Nicht erwiesen"
113;10353;"mittelschwer";"Gut untersucht."
113;12663;"mittelschwer";"Gut untersucht."
114;78;"schwerwiegend";"Begrenzt untersucht."
115;69;"mittelschwer";"Begrenzt untersucht."
115;157;"mittelschwer";"Gut untersucht."
115;180;"mittelschwer";"Begrenzt untersucht."
115;10183;"mittelschwer";"Gut untersucht."
115;12138;"geringfügig";"Begrenzt untersucht."
116;19;"mittelschwer";"Gut untersucht."
116;31;"mittelschwer";"Gut untersucht."
116;122;"mittelschwer";"Begrenzt untersucht."
116;127;"geringfügig";"Begrenzt untersucht."
116;169;"mittelschwer";"Gut untersucht."
116;10046;"Vorsicht";"Nicht erwiesen"
116;10497;"geringfügig";"Begrenzt untersucht."
116;12602;"mittelschwer";"Gut untersucht."
120;30;"mittelschwer";"Sehr gut untersucht."
120;63;"mittelschwer";"Gut untersucht."
120;127;"geringfügig";"Nicht erwiesen"
120;195;"geringfügig";"Nicht erwiesen"
120;10000;"mittelschwer";"Begrenzt untersucht."
120;10014;"mittelschwer";"Begrenzt untersucht."
120;10047;"geringfügig";"Nicht erwiesen"
120;12601;"mittelschwer";"Gut untersucht."
120;12602;"mittelschwer";"Begrenzt untersucht."
122;24;"schwerwiegend";"Begrenzt untersucht."
122;53;"geringfügig";"Begrenzt untersucht."
122;127;"mittelschwer";"Begrenzt untersucht."
122;149;"schwerwiegend";"Begrenzt untersucht."
122;191;"schwerwiegend";"Begrenzt untersucht."
122;195;"mittelschwer";"Nicht erwiesen"
122;206;"mittelschwer";"Nicht erwiesen"
122;483;"schwerwiegend";"Begrenzt untersucht."
122;10014;"schwerwiegend";"Sehr gut untersucht."
122;10037;"schwerwiegend";"Nicht erwiesen"
122;10072;"schwerwiegend";"Sehr gut untersucht."
122;10125;"mittelschwer";"Gut untersucht."
122;10336;"schwerwiegend";"Nicht erwiesen"
122;10356;"schwerwiegend";"Nicht erwiesen"
122;10407;"schwerwiegend";"Begrenzt untersucht."
122;10413;"geringfügig";"Nicht erwiesen"
122;10622;"schwerwiegend";"Begrenzt untersucht."
122;12211;"schwerwiegend";"Sehr gut untersucht."
122;12216;"schwerwiegend";"Begrenzt untersucht."
122;12220;"mittelschwer";"Nicht erwiesen"
122;12221;"geringfügig";"Nicht erwiesen"
122;12222;"geringfügig";"Nicht erwiesen"
122;12223;"mittelschwer";"Nicht erwiesen"
122;12272;"schwerwiegend";"Begrenzt untersucht."
122;12602;"schwerwiegend";"Sehr gut untersucht."
122;12803;"mittelschwer";"Nicht erwiesen"
124;408;"mittelschwer";"Begrenzt untersucht."
124;10202;"mittelschwer";"Begrenzt untersucht."
124;12133;"mittelschwer";"Begrenzt untersucht."
125;9;"mittelschwer";"Begrenzt untersucht."
125;10;"schwerwiegend";"Begrenzt untersucht."
125;23;"mittelschwer";"Gut untersucht."
125;73;"mittelschwer";"Begrenzt untersucht."
125;109;"geringfügig";"Sehr gut untersucht."
125;139;"schwerwiegend";"Gut untersucht."
125;159;"schwerwiegend";"Gut untersucht."
125;172;"mittelschwer";"Gut untersucht."
125;190;"mittelschwer";"Gut untersucht."
125;195;"geringfügig";"Begrenzt untersucht."
125;10353;"geringfügig";"Sehr gut untersucht."
125;12179;"mittelschwer";"Gut untersucht."
125;12375;"mittelschwer";"Nicht erwiesen"
125;12569;"mittelschwer";"Gut untersucht."
126;67;"geringfügig";"Begrenzt untersucht."
126;69;"schwerwiegend";"Sehr gut untersucht."
126;10947;"mittelschwer";"Gut untersucht."
126;11374;"mittelschwer";"Begrenzt untersucht."
126;12862;"mittelschwer";"Begrenzt untersucht."
127;9;"schwerwiegend";"Gut untersucht."
127;53;"mittelschwer";"Sehr gut untersucht."
127;54;"geringfügig";"Nicht erwiesen"
127;76;"Vorsicht";"Begrenzt untersucht."
127;78;"geringfügig";"Nicht erwiesen"
127;91;"schwerwiegend";"Gut untersucht."
127;106;"mittelschwer";"Begrenzt untersucht."
127;112;"mittelschwer";"Gut untersucht."
127;125;"geringfügig";"Begrenzt untersucht."
127;157;"Vorsicht";"Begrenzt untersucht."
127;169;"geringfügig";"Begrenzt untersucht."
127;180;"geringfügig";"Gut untersucht."
127;190;"mittelschwer";"Gut untersucht."
127;194;"geringfügig";"Nicht erwiesen"
127;200;"geringfügig";"Nicht erwiesen"
127;413;"geringfügig";"Gut untersucht."
127;464;"mittelschwer";"Begrenzt untersucht."
127;10224;"geringfügig";"Begrenzt untersucht."
127;10949;"Vorsicht";"Begrenzt untersucht."
127;12663;"mittelschwer";"Begrenzt untersucht."
128;125;"schwerwiegend";"Begrenzt untersucht."
128;127;"mittelschwer";"Gut untersucht."
128;217;"schwerwiegend";"Gut untersucht."
128;10046;"mittelschwer";"Gut untersucht."
130;146;"mittelschwer";"Gut untersucht."
130;321;"mittelschwer";"Begrenzt untersucht."
134;30;"Vorsicht";"Begrenzt untersucht."
135;20;"mittelschwer";"Nicht erwiesen"
135;203;"schwerwiegend";"Nicht erwiesen"
135;217;"schwerwiegend";"Nicht erwiesen"
135;10096;"mittelschwer";"Begrenzt untersucht."
135;10182;"schwerwiegend";"Nicht erwiesen"
136;31;"Vorsicht";"Begrenzt untersucht."
136;47;"mittelschwer";"Begrenzt untersucht."
136;122;"schwerwiegend";"Begrenzt untersucht."
136;147;"geringfügig";"Gut untersucht."
136;161;"mittelschwer";"Begrenzt untersucht."
136;183;"mittelschwer";"Sehr gut untersucht."
136;442;"geringfügig";"Sehr gut untersucht."
136;476;"mittelschwer";"Begrenzt untersucht."
136;10324;"geringfügig";"Begrenzt untersucht."
136;10326;"mittelschwer";"Begrenzt untersucht."
136;10341;"schwerwiegend";"Nicht erwiesen"
136;10865;"mittelschwer";"Begrenzt untersucht."
136;11006;"mittelschwer";"Gut untersucht."
136;12138;"mittelschwer";"Begrenzt untersucht."
136;12326;"schwerwiegend";"Nicht erwiesen"
136;12374;"mittelschwer";"Nicht erwiesen"
136;12459;"mittelschwer";"Begrenzt untersucht."
136;12803;"mittelschwer";"Nicht erwiesen"
138;75;"mittelschwer";"Sehr gut untersucht."
138;368;"mittelschwer";"Nicht erwiesen"
139;31;"mittelschwer";"Gut untersucht."
139;73;"schwerwiegend";"Gut untersucht."
139;109;"mittelschwer";"Begrenzt untersucht."
139;122;"mittelschwer";"Begrenzt untersucht."
139;127;"Vorsicht";"Begrenzt untersucht."
139;169;"mittelschwer";"Gut untersucht."
139;170;"mittelschwer";"Begrenzt untersucht."
139;207;"mittelschwer";"Begrenzt untersucht."
139;336;"mittelschwer";"Begrenzt untersucht."
139;339;"mittelschwer";"Gut untersucht."
139;349;"mittelschwer";"Begrenzt untersucht."
139;421;"schwerwiegend";"Begrenzt untersucht."
139;426;"mittelschwer";"Gut untersucht."
139;427;"mittelschwer";"Begrenzt untersucht."
139;428;"mittelschwer";"Begrenzt untersucht."
139;10034;"mittelschwer";"Begrenzt untersucht."
139;10046;"Vorsicht";"Begrenzt untersucht."
139;10165;"mittelschwer";"Begrenzt untersucht."
139;10199;"mittelschwer";"Begrenzt untersucht."
139;10353;"schwerwiegend";"Gut untersucht."
139;10509;"mittelschwer";"Begrenzt untersucht."
139;10591;"mittelschwer";"Begrenzt untersucht."
139;10790;"geringfügig";"Begrenzt untersucht."
139;11028;"mittelschwer";"Begrenzt untersucht."
