"ID";"Hersteller";"Postleitzahl";"Stadt";"Straße und Hausnummer"
10338;"Biscova-Arzneimittel Vertrieb pharm. Präparate";"29559";"Wrestedt/Stederdorf";"Fuhrenkamp 7"
10346;"Caesar & Loretz GmbH";"40721";"Hilden";"Herderstr. 31"
10350;"China Arzneimittel Agentur Deonal GmbH & Co. Verwaltungs KG";"95326";"Kulmbach";"Hans-Dill-Str. 9"
10358;"docpharm® Arzneimittelvertrieb GmbH & Co. KGaA";"76229";"Karlsruhe";"Greschbachstraße 7"
10382;"Dr. Georg Friedrich Henning Chemische Fabrik Walldorf GmbH";"69190";"Walldorf/Baden";"Robert-Bosch-Str. 62"
10387;"Gudjons GmbH";"86153";"Augsburg";"Friedrich-Merz-Str. 5"
10388;"Homviora-Arzneimittel Dr. Hagedorn GmbH & Co.";"81925";"München";"Arabellastr. 5"
10393;"TRB Chemedica AG";"85622";"Feldkirchen";"Otto-Lilienthal-Ring 26"
10405;"KREPHA GmbH & Co. KG";"69239";"Neckarsteinach";"Schönauer Str. 32"
10413;"A. Lühr-Lehrs Arzneimittel und Präventivprodukte";"53902";"Bad Münstereifel";"Hohler Weg 12"
10416;"Makolpharm Arzneimittel GmbH";"46519";"Alpen";"Weseler Str. 88"
10422;"Meripharm GmbH Arzneimittelvertrieb";"76534";"Baden-Baden";"Eckbergstr. 18"
10437;"Dr. Niedermaier Pharma GmbH";"85662";"Hohenbrunn";"Georg-Knorr-Str. 1"
10446;"Langer Pharma Handels- und Vertriebs GmbH";"26188";"Edewecht";"Am Ortsrand 7"
10457;"Dr. Poehlmann & Co. GmbH";"58313";"Herdecke";"Lörfeldstr. 20"
10475;"Laboratorium Soluna Heilmittel GmbH";"86609";"Donauwörth";"Artur-Pröller-Str. 7"
10479;"Dr. Bruno Scheffler Nachf. GmbH & Co. KG";"51469";"Bergisch Gladbach";"Senefelderstr. 44"
10482;"Schloss-Apotheke";"83229";"Aschau im Chiemgau";"Bahnhofstr. 5"
10486;"Schützen-Apotheke Apotheker Fasching eingetragener Kaufmann";"80335";"München";"Schützenstr. 5"
10495;"Orphan Europe Germany GmbH";"89075";"Ulm";"Eberhard-Finckh-Str. 55"
10503;"Baxter Deutschland GmbH Medication Delivery";"85716";"Unterschleißheim";"Edisonstr. 4"
10508;"GILEAD Sciences GmbH";"82152";"Martinsried";"Fraunhoferstr. 17"
10509;"Vaniplan-Pharma GmbH";"69509";"Mörlenbach";"Großbreitenbach 60"
10512;"VOCO GmbH";"27472";"Cuxhaven";"Anton-Flettner-Str. 1-3"
10514;"allcura Naturheilmittel GmbH";"97877";"Wertheim";"Reichenaecker 7"
10517;"WIGOPHARM GmbH";"82467";"Garmisch-Partenkirchen";"Marienplatz 8"
10521;"JURA Pharmazeutische Fabrik Gollwitzer KG";"78464";"Konstanz";"Nestgasse 2"
10523;"Brinkmann Medical Dr. Junghans Medical GmbH";"04651";"Bad Lausick";"Käthe-Kollwitz-Str. 34"
10530;"Apomix AMH Niemann GmbH & Co. KG";"06120";"Halle";"Daniel-Vorländer-Str. 2"
10532;"Bombastus-Werke AG";"01705";"Freital";"Wilsdruffer Str. 170"
10545;"Merz Consumer Care GmbH";"60318";"Frankfurt";"Eckenheimer Landstr. 100-104"
10574;"Aalborg Pharma GmbH";"69509";"Mörlenbach";"Großbreitenbach 60"
10576;"Stallergenes GmbH";"47475";"Kamp-Lintfort";"Carl-Friedrich-Gauß-Str. 50"
10580;"Arnimont Pharma Niederlassung Österreich";"1030";"Wien";"Göllnergasse 29"
10587;"Arnimont Pharma GmbH";"69509";"Mörlenbach";"Großbreitenbach 60"
10600;"Bärenstein Pharma GmbH";"64646";"Heppenheim";"Am Alten Neckar 5"
10601;"GK Marketing & Sales GmbH";"64625";"Bensheim";"Asternweg 13"
10608;"Biokanol® Pharma GmbH";"76437";"Rastatt";"Kehlerstr. 7"
10626;"Care Diagnostica Laborreagenzien GmbH";"46562";"Voerde";"Weseler Str. 110"
10633;"Brücken-Laboratorium";"72144";"Dusslingen";"Austrasse 1"
10634;"Plantatrakt GmbH";"87534";"Oberstaufen-Steibis";"Am Hößl 10"
10662;"Dentsply Detray GmbH";"78467";"Konstanz";"De-Trey-Str. 1"
10666;"Diamant Natuur B.V. (D)";"64646";"Heppenheim";"Am Alten Neckar 5"
10668;"Diamant Natuur B.V.";"6373";"GD Landgraaf";"Snijderslaan 9"
10683;"PHARMA-LABOR Apotheker H. Förster GmbH";"59821";"Arnsberg";"Dammstr. 7"
10690;"3M Deutschland GmbH";"82229";"Seefeld";""
10702;"Fima pharmaz. Laboratorium";"49809";"Lingen";"Georgstr. 54-56"
10705;"Foliapharm GmbH";"50226";"Frechen";"Alfred-Nobel-Str. 5"
10725;"G & P Naturarznei GmbH";"89188";"Merklingen";"J.-Lohmann-Weg 5"
10746;"Reckitt Benckiser Deutschland GmbH";"69115";"Heidelberg";"Darwinstrasse 2-4"
10760;"Infai GmbH";"51105";"Köln";"Gottfried-Hagen-Str. 60-62"
10761;"Inresa Arzneimittel GmbH";"79114";"Freiburg";"Obere Hardtstr. 18"
10763;"Innovapharm Arzneimittelvertriebs GmbH";"73760";"Ostfildern (Ruit)";"Brunnenwiesenstr. 21"
10764;"Intercell Pharma GmbH";"85635";"Höhenkirchen";"Altlaufstr. 42"
10784;"Kern-Pharma GMBH";"76889";"Kapsweyer";"Im Lichel 7"
10811;"PharmaFit GmbH";"19073";"Stralendorf";"Moorweg 1"
10950;"Kreuz-Apotheke Apotheker Constantin Meyer";"30926";"Seelze";"Hannoversche Str. 1"
10976;"Macherey-Nagel GmbH & Co. KG";"52355";"Düren";"Neumann-Neander-Str. 6-8"
10982;"Marien-Apotheke Prien";"83209";"Prien";"Marktplatz 10"
11002;"Midro Lörrach GmbH";"79539";"Lörrach";"Bärenfelser Str. 7"
11012;"Naturamed Arzneimittelvertriebs GmbH";"47798";"Krefeld";"Ostwall 48a"
11021;"Ohropax GmbH";"61273";"Wehrheim";"Am Kappengraben 18 A"
11023;"One Drop Only Chem.-pharm. Vertriebs GmbH";"13627";"Berlin";"Stieffring 14"
11046;"Pharmapol Arzneimittelvertrieb GmbH";"25578";"Dägeling";"Kaddenbusch 11"
11059;"Preventpharma GmbH";"89188";"Merklingen";"Johannes-Lohrmann-Weg 5"
11062;"Diagnostic Green GmbH";"85609";"Aschheim-Dornach";"Otto-Hahn-Str. 20"
11073;"Resana GmbH";"10713";"Berlin";"Hohenzollerndamm 47a"
11074;"Retorta GmbH";"25421";"Pinneberg";"Dingstätte 27"
11113;"Speiko Dr. Speier GmbH";"33602";"Bielefeld";"Walther-Rathenau-Str. 59"
11132;"Steripharm Pharmazeutische Produkte GmbH & Co. KG";"14195";"Berlin";"Podbielskiallee 68"
11177;"Wetterau-Apotheke";"61169";"Friedberg";"Kaiserstr. 128"
11244;"Kallies Feinchemie AG";"01855";"Sebnitz";"Hoehenweg 9"
11245;"Leyh Pharma GmbH";"98596";"Brotterode-Trusetal";"Im Beierstal 6"
11248;"Anthroposan";"98716";"Geraberg";"Ohrdrufer Str. 15"
11295;"Bencard Allergie GmbH";"80804";"München";"Leopoldstr. 175"
11306;"Davimed Pharma GmbH";"23795";"Bad Segeberg";"Bahnhofstr. 1-3"
11324;"Hofmann & Sommer GmbH u. Co. KG";"07426";"Königsee";"Lindenstr. 11"
11368;"Schmiedeberger Reformwarenversand GmbH";"69509";"Mörlenbach";"Großbreitenbach 60"
11451;"Dr. F.u.C.-H. Siegerth Naturheimittel GmbH";"56379";"Singhofen";"Hauptstr. 101a"
11547;"Stegropharm GmbH";"80999";"München";"St.-Johann-Str. 8"
11574;"Aug. Hedinger GmbH & Co. KG";"70327";"Stuttgart";"Heiligenwiesen 26"
11728;"Mediset Clinical Prod. GmbH";"04442";"Zwenkau";"Spengler Allee 12-14"
11811;"Phylak Sachsen GmbH";"02979";"Burgneudorf";"Neustaedter Str. 9"
11858;"lebewohl-Fabrik GmbH & Co. KG";"79111";"Freiburg";"Bötzingerstr. 62"
11922;"B. Braun Avitum AG";"49219";"Glandorf";"Kattenvenner Str. 32"
12176;"Georg Mittag GmbH & Co. KG";"59073";"Hamm";"Auf dem Knuf 26"
12437;"Chugai Pharma Europe Ltd. Zweigniederlassung Deutschland";"60528";"Frankfurt";"Lyonerstraße 15"
12443;"TEVA GmbH";"89079";"Ulm";"Graf-Arco-Str. 3"
12445;"Sintetica GmbH";"48155";"Münster";"Albersloher Weg 11"
12446;"C.H.R. Heim Arzneimittel GmbH";"64283";"Darmstadt";"Elisabethenstr. 44"
12508;"Medicopharm AG";"83131";"Nußdorf am Inn";"Stagenreiterstr. 4"
13502;"Beckman Coulter GmbH";"47807";"Krefeld";"Europark Fichtenhain B 13"
13508;"Ruhrpharm AG";"33739";"Bielefeld";"Heidsieker Heide 114"
13520;"Teofarma S.R.I. Fabio Ferrara";"27010";"Valle Salimbene";"Via Fartelli Cervis 8"
13522;"RenaCare NephroMed GmbH";"35625";"Hüttenberg";"Werrastraße 1a"
13527;"formula Müller-Wohlfahrt Health & Fitness AG";"81829";"München";"Konrad-Zuse-Platz 8"
13528;"Smith & Nephew GmbH Woundmanagement";"22763";"Hamburg";"Friesenweg  Haus 21 4"
13530;"HorFerVit Pharma GmbH";"26135";"Oldenburg";"August-Wilhelm-Kühnholz-Str. 13"
13537;"Desma GmbH";"55252";"Mainz-Kastel";"Peter-Sander-Str. 41b"
13538;"Uropharm AG";"53125";"Bonn";"Erfurtstraße 64"
13543;"Dr. Ausbüttel & Co. GmbH DRACO-Verbandstoffe";"44149";"Dortmund";"Ernst-Abbe-Str. 4"
13550;"Roche Diagnostics Deutschland GmbH";"68305";"Mannheim";"Sandhoferstraße 116"
13551;"Basics GmbH";"51377";"Leverkusen";"Hemmelrather Weg Gebäude GIZ 1 201"
13556;"TRUW Arzneimittel GmbH";"";"";""
13567;"Fontapharm AG";"31303";"Burgdorf";"Varrel 11"
13568;"Q-Pharm AG";"23795";"Bad Segeberg";"Bahnhofstr. 1-3"
13570;"B. Braun Melsungen AG";"34212";"Melsungen";"Carl-Braun-Str. 1"
13571;"Asid Bonz GmbH";"71083";"Herrenberg";"Hertzstr. 3"
13577;"Urgo GmbH";"66280";"Sulzbach";"Justus-von-Liebig-Str. 16"
13578;"Bausch & Lomb GmbH Surgical";"13581";"Berlin";"Brunsbütteler Damm 165-173"
13579;"Ypsomed GmbH";"65835";"Liederbach";"Höchster Straße 70"
13587;"MEDA Pharma GmbH & Co. KG";"61352";"Bad Homburg";"Benzstr. 1"
13589;"MaxMedic Pharma GmbH";"82166";"Gräfelfing";"Pasinger Str. 16"
13590;"Santen GmbH";"80636";"München";"Erika-Mann-Str. 21"
13593;"Grünwalder Gesundheitsprodukte GmbH";"83646";"Bad Tölz";"Ruhlandstrasse 5"
13594;"Nordmark Arzneimittel GmbH & Co. KG";"25436";"Uetersen";"Pinnauallee 4"
13601;"Denk Pharma GmbH & Co. KG";"81675";"München";"Prinzregentenstr. 79"
13602;"Hemopharm GmbH";"6111";"Bad Vilbel";"Theodor-Heuss-Str. 52"
13603;"CARINOPHARM GmbH";"31008";"Elze";"Bahnhofstr. 18"
13605;"Blanco Pharma GmbH";"25474";"Ellerbek";"Oasenweg 3"
13607;"BioMonde GmbH";"22885";"Barsbüttel";"Kiebitzhörn 33-35"
13608;"hameln pharma plus GmbH";"31789";"Hameln";"Langes Feld 13"
13614;"Admeda Arzneimittel GmbH";"23863";"Nienwohld";"Trift 4"
13618;"PharmaCept GmbH";"12103";"Berlin";"Bessemerstr. 82"
13620;"Homeda Pharma GmbH";"52249";"Eschweiler";"Ernst-Abbe-Str. 26"
13621;"FBK Pharma GmbH";"09484";"Oberwiesenthal";"Annaberger Str. 40"
13627;"CHIESI GmbH";"22761";"Hamburg";"Gasstraße 6"
13629;"Actelion Pharmaceuticals Deutschland GmbH";"79100";"Freiburg";"Konrad-Goldmann-Str. 5b"
13632;"Swedish Orphan Biovitrum GmbH";"82152";"Martinsried";"Fraunhoferstr. 9a"
13634;"BestPhago GmbH";"67346";"Speyer";"Brunckstr. 12"
13645;"Apotheke in der Droote";"44328";"Dortmund";"Droote 50"
13653;"DinoPharm GmbH";"44581";"Castrop Rauxel";"Ickerner Str. 47"
13656;"Maco Pharma International GmbH";"63225";"Langen";"Robert-Bosch-Str. 11"
13662;"pfm medical AG";"50996";"Köln";"Wankelstr. 60"
13665;"Dr. Beckmann Pharma GmbH";"20535";"Hamburg";"Carl-Petersen-Str. 4"
13675;"Dr. Strauss Produkte Limbacher Apotheke";"66839";"Schmelz";"Dorfstr. 138"
13677;"Tutogen Medical GmbH";"91077";"Neunkirchen am Brand";"Industriestr. 6"
13680;"Dr. Zinke Diätetika GmbH";"82327";"Tutzing";"Beiselestraße 12a"
13682;"CC-Pharma GmbH";"54570";"Densborn";"In den Feldern 2"
13687;"Sanochemia Diagnostics Deutschland GmbH";"41460";"Neuss";"Stresemannallee 4c"
13688;"Wepa Apothekenbedarf GmbH & Co. KG";"56204";"Hillscheid";"Am Fichtenstrauch 6-10"
13690;"axicorp Pharma GmbH";"61381";"Friedrichsdorf";"Max-Planck-Str. 36b"
13691;"HAEMATO PHARM GmbH";"12529";"Schönefeld";"Lilienthalstr. 5c"
13699;"Gehe Pharma Handel GmbH";"70376";"Stuttgart";"Neckartalstr. 153"
13706;"Linde Gas Therapeutics GmbH";"85764";"Oberschleißheim";"Mittenheimer Str. 62"
13710;"Henry Lamotte Oils GmbH";"28197";"Bremen";"Merkurstr. 47"
13717;"GPU Pharma GmbH";"65388";"Schlangenbad";"Atzelberg 2"
13718;"Intern Verbandst";"";"";""
13720;"Diaprax GmbH";"46485";"Wesel";"Am Marienbusch 9"
13723;"Dr. Bosshammer Pharma GmbH";"35398";"Giessen";"Bachweg 6"
13737;"biolitec pharma Ltd.";"07745";"Jena";"Otto-Schott-Str. 15"
13745;"NEOVII Biotech GmbH";"82166";"Gräfelfing";"Am Haag 6+7"
13752;"Dr. Armah - Biomedica GmbH & Co. KG";"22525";"Hamburg";"Holstenkamp 40"
13755;"GE Healthcare Buchler GmbH & Co. KG";"80807";"München";"Oskar-Schlemmer-Str. 11"
13758;"Medi GmbH & Co. KG";"95448";"Bayreuth";"Medicusstr. 1"
13765;"Nobopharm GmbH Pharmahandel Pharmahandel";"85716";"Unterschleissheim";"Gutenbergstr. 3"
13771;"ARCANA Dr. Sewerin GmbH & Co. KG Arzneimittel-Herstellung";"33330";"Gütersloh";"Austernbrede 7-9"
13784;"Roxall Medizin GmbH";"20535";"Hamburg";"Carl-Petersen-Str. 4"
13786;"B & K Nutripharm GmbH";"69509";"Mörlenbach";"Großbreitenbach 60"
13794;"Alpha C. Pharm GmbH";"76744";"Wörth";"In der Niederwiesen 26"
13796;"Nomosan GmbH";"26655";"Westerstede";"Eichendorff Str. 21"
13798;"BD Medical - Diabetes Care Becton Dickinson GmbH";"69126";"Heidelberg";"Tullastr. 8-12"
13810;"OXO Translational Science GmbH";"39164";"Wanzleben";"Vor dem Schlosstor 9"
13814;"lege artis Pharma GmbH + Co. KG";"72135";"Dettenhausen";"Breitwasenring 1"
13819;"OmniVision GmbH";"82178";"Puchheim";"Lindberghstrasse 9"
13820;"Lapharm GmbH";"83026";"Rosenheim";"Innaustr. 11"
13821;"Miltenyi Biotec GmbH";"17166";"Teterow";"Robert-Koch-Str. 1"
13954;"ConvaTec (Germany) GmbH";"81373";"München";"Radlkoferstr. 2"
14236;"MR Pharma GmbH";"77767";"Appenweier";"Hauptstr. 10"
14318;"Med Pharma Service GmbH";"12057";"Berlin";"Neuköllnische Allee 146"
14340;"Kwizda Pharma GmbH";"1160";"Wien";"Effingergasse 21"
14351;"Serumwerk Bernburg Vertriebs GmbH";"06406";"Bernburg";"Hallesche Landstr. 105b"
14400;"Daniel Groz Söhne GmbH & Co. KG";"72458";"Albstadt";"Grüngrabenstr. 52-54"
14562;"Megro GmbH & Co. KG";"46485";"Wesel";"Am Schornacker 30"
14724;"Ormed GmbH";"79100";"Freiburg";"Merzhauser Str. 112"
14817;"sanPharma GmbH";"22763";"Hamburg";"Behringstr. 121"
14845;"Airportpharm GmbH";"64646";"Heppenheim";"Am alten Neckar 5"
14848;"Aabenrapharma S.P.R.L.";"09484";"Oberwiesenthal";"Annabergerstr. 40"
14884;"Sankt Johanser Naturheilmittelvertrieb GmbH";"85551";"Kirchheim bei München";"Weißenfelder Str. 3"
14948;"Schlossberg Apotheke";"64646";"Heppenheim";"Darmstädter Str. 9"
15053;"Vital Nutrition GmbH";"64646";"Heppenheim";"Am Alten Neckar 5"
15134;"Dr. Zinsser Arzneimittel";"72250";"Freudenstadt";"Lauterbadstr. 4"
15147;"Mölnlycke Health Care GmbH";"40237";"Düsseldorf";"Grafenberger Allee 297"
15165;"Peter Kölln GmbH & Co. KGaA";"25336";"Elmshorn";"Westerstr. 22-24"
15242;"Laboratorium Dr. Deppe GmbH";"47906";"Kempen";"Hooghe Weg 35"
15454;"ECOS Vertriebs GmbH";"55442";"Stromberg";"Friedrichsheck 27"
15542;"Fein Elast GmbH";"07937";"Zeulenroda";"Greizer Str. 101"
15547;"GlaxoSmithKline Consumer Healthcare GmbH & Co. KG OTC Medicines";"80339";"München";"Barthstr. 4"
15678;"Lipomed GmbH";"79576";"Weil am Rhein";"Hegenheimer Str. 2"
15682;"medithek GmbH";"22113";"Oststeinbek";"Willinghusener Weg 5a"
15683;"Otsuka Pharma GmbH";"60327";"Frankfurt am Main";"Europa-Allee 52"
15684;"Gecko Pharma GmbH";"22926";"Ahrensburg";"Reeshoop 1"
15686;"Bauerfeind AG Geschäftsbereich Phlebologie";"07937";"Zeulenroda";"Triebeser Str. 16"
15689;"Ecolab Deutschland GmbH";"40789";"Monheim am Rhein";"Ecolab Allee 1"
15692;"Aenova IP GmbH";"35039";"Marburg";"Temmlerstr. 2"
15696;"Primed Halberstadt Medizintechnik GmbH";"38820";"Halberstadt";"Domplatz 34"
15703;"Hikma Pharma GmbH";"82152";"Martinsried";"Lochhamer Str. 13"
15707;"Sophien Arzneimittel GmbH";"56070";"Koblenz";"Handwerkerstr. 2a"
15712;"B. Diener Naturheilmittel e.K.";"65193";"Wiesbaden";"Nerotal 8"
15726;"Merck Serono GmbH";"64289";"Darmstadt";"Alsfelder Str. 17"
15733;"MBP Medical Biomaterial Products GmbH";"19306";"Neustadt-Glewe";"Lederstr. 7"
15735;"Heraeus Medical GmbH";"61273";"Wehrheim";"Philipp-Reis-Str. 8-13"
15738;"Dr. Gustav Klein GmbH & Co. KG Arzneipflanzenpräparate";"77736";"Zell-Harmersbach";"Steinenfeld 3"
15740;"AAA Pharma GmbH";"71034";"Böblingen";"Calwer Str. 7"
15743;"Dr. Willmar Schwabe GmbH & Co. KG";"76227";"Karlsruhe";"Willmar-Schwabe-Str. 4"
15744;"Rowa Wagner GmbH & Co. KG";"51427";"Bergisch Gladbach";"Frankenforster Str. 77"
15746;"Walther Schoenenberger GmbH & Co KG";"71106";"Magstadt";"Hutwiesenstraße 14"
15748;"Johnson & Johnson GmbH";"41470";"Neuss";"Johnson & Johnson Platz 2"
15749;"ScheBo Biotech AG";"35394";"Giessen";"Netanyastr. 3-5"
15750;"Fagron GmbH & Co. KG";"22885";"Barsbüttel";"Von-Bronsart-Str. 12"
15755;"Avitale by Mikro-Shop Handels GmbH";"25479";"Ellerau";"Butenring 7"
15756;"Astellas Pharma GmbH";"80339";"München";"Ridlerstr. 57"
15760;"Mitsubishi Tanabe Pharma GmbH";"40549";"Düsseldorf";"Willstätterstr. 30"
15762;"Spagyros GmbH";"78628";"Rottweil";"Königstr. 10"
15767;"Berco - Arzneimittel Gottfried Herzberg GmbH";"47533";"Kleve";"Bahnhofstr. 23"
15768;"Apo Care Pharma GmbH";"33647";"Bielefeld";"Hauptstraße 198"
15771;"Adolf Haupt & Co. GmbH";"97076";"Würzburg";"Louis-Pasteur-Straße 1a"
15772;"Hecht Pharma GmbH";"27432";"Bremervörde";"Zevener Str. 9"
15775;"PB Pharma GmbH";"40670";"Meerbusch";"Lise-Meitner-Str. 10"
15777;"Sanofi-Aventis Deutschland GmbH";"65926";"Frankfurt";""
15778;"Adler Pharma Produktion und Vertrieb GmbH";"5700";"Zell am See";"Brucker Bundesstr. 25a"
15779;"Kessel medintim GmbH";"64546";"Mörfelden-Walldorf";"Kelsterbacher Str. 28"
15781;"Pari GmbH";"82362";"Weilheim";"Holzhofstr. 10b"
15790;"Isopharm GmbH";"60437";"Frankfurt";"Haintalstr. 79"
15791;"Dr. Schittenhelm Pharma GmbH & Co. KG";"90409";"Nürnberg";"Goethestr. 17"
15792;"STRAGEN Pharma GmbH";"50933";"Köln";"Eupener Str. 135-137"
15793;"Mr. Petrasch GmbH & Co. Chem. Pharm. Fabrik";"6850";"Dornbirn";"Schlachthausstr. 3"
15795;"Théa Pharma GmbH";"10625";"Berlin";"Schillerstr. 3"
15797;"Bendalis GmbH";"82041";"Oberhaching";"Keltenring 17"
15800;"Pascoe Vital GmbH";"35394";"Giessen";"Schiffenberger Weg 55"
15803;"Quiris Healthcare GmbH & Co. KG";"33334";"Gütersloh";"Isselhorster Str. 260"
15805;"Biocell Gesellschaft für Biotechnologie mbH";"53804";"Much";"Hauptstr. 60"
15806;"nutrimmun GmbH";"48155";"Münster";"Willy-Brandt-Weg 11"
15807;"ApoFit Arzneimittelvertrieb GmbH";"96052";"Bamberg";"Jäckstr. 29"
15809;"DecouVie GmbH";"91799";"Langenaltheim";"Bräugasse (Rehlingen) 2"
15811;"Pharmore GmbH";"49479";"Ibbenbüren";"Gildestr. 75"
15813;"Lannacher Heilmittel Ges.m.b.H.";"8502";"Lannach";"Schlossplatz 1"
15822;"Dr. Hamann GmbH";"13187";"Berlin";"Wollankstr. 11"
15824;"Hager & Werken GmbH & Co. KG";"47269";"Duisburg";"Ackerstr. 1"
15825;"Safromed oHG";"80634";"München";"Nymphenburger Str. 160"
15830;"Carl Hoernecke GmbH";"39116";"Magdeburg";"Werner-von-Siemens-Ring 13a"
15831;"Claude Pharma";"50354";"Hürth";"Grippekovener Str. 104"
15844;"Grifols Deutschland GmbH";"60528";"Frankfurt";"Colmarer Str. 22"
15848;"Abis-Pharma";"98634";"Wasungen";"Meininger Str. 26"
15851;"OMT GmbH & Co. KG optimal medical therapies";"78665";"Frittlingen";"Daimlerstr. 25"
15852;"axcount Generika AG";"61381";"Friedrichsdorf";"Max-Planck-Str. 36d"
15853;"Campro Scientific GmbH";"14167";"Berlin";"Darser Str. 2a"
15854;"Nawa Heilmittel GmbH";"90482";"Nürnberg";"Ostendstr. 100"
15858;"Dr. Theiss Naturwaren GmbH";"66424";"Homburg";"Michelinstr. 10"
15861;"Albomed GmbH";"90592";"Schwarzenbruck";"Hildebrandstr. 11"
15863;"Celgene GmbH";"81829";"München";"Joseph-Wild-Straße 20"
15864;"Stryker GmbH & Co. KG";"47228";"Duisburg";"Dr.-Homer-Stryker-Str. 1"
15868;"Pelikan-Apotheke";"09496";"Marienberg";"Markt 12"
15871;"Axios Pharma GmbH";"33647";"Bielefeld";"Kammerichstr. 39"
15874;"Ardo medical GmbH";"82234";"Oberpfaffenhofen";"Argelsrieder Feld 10"
15875;"Recordati Industria Chimica e Farmaceutica S.p.A.";"20148";"Milan";"Via Matteo Civitali 1"
15876;"Pharma Mar S.A.";"28770";"Colmenar Viejo";"Avenida de los Reyes 1"
15877;"gabmed GmbH Praxis- u. Drogendiagnostik";"50829";"Köln";"Am Wassermann 28"
15878;"Krka, tovarna zdravil, d. d., Novo mesto";"8501";"Novo mesto";"Smarjeska cesta 6"
15880;"Tauro-Implant GmbH";"21423";"Winsen";"Porschestr. 4"
15881;"Alexion Pharma Germany GmbH";"80687";"München";"Landsberger Str. 300"
15882;"Vifor Pharma Deutschland GmbH";"81379";"München";"Baierbrunner Str. 29"
15887;"Amdipharm Limited";"D09 ND91";"Dublin";""
15888;"Johnson & Johnson GmbH OTC";"41470";"Neuss";"Johnson & Johnson Platz 2"
15889;"Bracco Imaging Deutschland GmbH";"78467";"Konstanz";"Max-Stromeyer-Str. 116"
15891;"Johnson & Johnson MEDICAL GmbH Bereich ETHICON Biosurgic";"22851";"Norderstedt";"Hummelsbütteler Steindamm 71"
15892;"Kyberg Pharma Vertriebs GmbH";"82041";"Oberhaching";"Keltenring 8"
15894;"Pharmachem GmbH & Co. KG";"07381";"Pössneck";"Pharmachem Str. 1"
15895;"Sysmex Deutschland GmbH";"22848";"Norderstedt";"Bornbarch 1"
15896;"Werner Schmidt Pharma GmbH";"53859";"Niederkassel";"Grandkaule 18"
15898;"Fair-Med Healthcare GmbH";"22301";"Hamburg";"Dorotheenstr. 48"
15900;"Medi-Spezial Arzt- & Praxis Service GmbH";"49377";"Vechta";"Balzweg 3"
15901;"Medpro GmbH";"23923";"Lüdersdorf";"Hauptstr. 27f"
15902;"actiPART GmbH medizinischer Großhandel";"01589";"Riesa";"Hauptstr. 7"
15903;"Imcarmed GmbH";"23923";"Lüdersdorf";"Hauptstr. 27f"
15904;"ZytoService Deutschland GmbH";"04329";"Leipzig";"Mommsenstr. 4"
15907;"Med Trust GmbH";"01458";"Ottendorf - Okrilla";"Bergener Ring 17-19"
15908;"Metrado GmbH";"66589";"Merchweiler";"Auf Pfuhlst 1"
15909;"MSP bodmann GmbH";"86399";"Bobingen";"Ziegeleistr. 22"
15912;"Agfa HealthCare Imaging Agents GmbH";"50829";"Köln";"Am Coloneum 4"
15913;"Seqirus GmbH";"65185";"Wiesbaden";"Adolfsallee 21"
15915;"IME-DC GmbH";"95030";"Hof";"Fuhrmannstr. 11"
15916;"HMM Diagnostics GmbH";"69221";"Dossenheim";"Friedrichstr. 89"
15918;"SmithKline Beecham Pharma GmbH & Co. KG";"81675";"München";"Prinzregentenplatz 9"
15919;"Medvec International";"69151";"Neckargemünd";"Güterbahnhofstr. 11"
15920;"Pharmadoc GmbH";"23923";"Lüdersdorf";"Hauptstr. 27f"
15922;"mtb GmbH";"89173";"Lonsee-Luizhausen";"Im Steinige 12"
15923;"Dytrex Ltd. Div. Infopia";"12555";"Berlin";"Seelenbinderstr. 147"
15925;"Imaco GmbH";"23923";"Lüdersdorf";"Hauptstr. 27f"
15927;"Convergent Technologies GmbH & Co. KG";"35091";"Cölbe";"Ringstr. 14"
15928;"Easy Check GmbH & Co. KG";"52525";"Heinsberg";"Auenweg 7"
15929;"Medipan GmbH";"15827";"Dahlewitz-Berlin";"Ludwig-Erhard-Ring 3"
15930;"Cignus GmbH";"80687";"München";"Landsberger Str. 155"
15935;"H & H Diabetescare GmbH";"71229";"Leonberg";"Klosterstr. 1"
15939;"HÄLSA Pharma GmbH";"23562";"Lübeck";"Maria-Göppert Straße 1"
15942;"Contura Deutschland GmbH";"40878";"Ratingen";"Bahnstraße 29-31"
15943;"Beckmann Coulter GmbH Betriebsstätte Marburg";"35041";"Marburg";"Emil von Behring Str. 76"
15945;"Merz Dental GmbH";"24321";"Lütjenburg";"Eetzweg 20"
15948;"Delphin Apotheke";"89129";"Langenau";"Marktplatz 4"
15949;"Burton Feingold Pharmavertrieb";"25704";"Meldorf";"Helmsand 1"
15950;"Ibisqus GmbH";"64646";"Heppenheim";"Donnersbergstr. 4-6"
15951;"DIVAPHARMA GmbH";"12277";"Berlin";"Motzener Straße 41"
15952;"biomo-vital GmbH";"53773";"Hennef";"Josef-Dietzgen-Str. 3"
15954;"drepharm Handel GmbH";"15562";"Rüdersdorf";"Maienbergstr. 10-12"
15955;"Nordic Pharma GmbH";"85737";"Ismaning";"Fraunhoferstr. 4"
15956;"Hans Karrer GmbH";"86153";"Augsburg";"Beim Glaspalast 1"
15957;"Siemens Healthcare Diagnostics GmbH";"65760";"Eschborn";"Ludwig-Erhard-Str. 12"
